Date,Time,Usage_USgal,year,month,day,hour,day_of_week
2016-03-14,22:00,0,2016,3,14,22,Monday
2016-03-14,23:00,0,2016,3,14,23,Monday
2016-03-15,00:00,0,2016,3,15,0,Tuesday
2016-03-15,01:00,0,2016,3,15,1,Tuesday
2016-03-15,02:00,0,2016,3,15,2,Tuesday
2016-03-15,03:00,0,2016,3,15,3,Tuesday
2016-03-15,04:00,0,2016,3,15,4,Tuesday
2016-03-15,05:00,0,2016,3,15,5,Tuesday
2016-03-15,06:00,0,2016,3,15,6,Tuesday
2016-03-15,07:00,10,2016,3,15,7,Tuesday
2016-03-15,08:00,4,2016,3,15,8,Tuesday
2016-03-15,09:00,0,2016,3,15,9,Tuesday
2016-03-15,10:00,0,2016,3,15,10,Tuesday
2016-03-15,11:00,0,2016,3,15,11,Tuesday
2016-03-15,12:00,0,2016,3,15,12,Tuesday
2016-03-15,13:00,0,2016,3,15,13,Tuesday
2016-03-15,14:00,0,2016,3,15,14,Tuesday
2016-03-15,15:00,0,2016,3,15,15,Tuesday
2016-03-15,16:00,4,2016,3,15,16,Tuesday
2016-03-15,17:00,3,2016,3,15,17,Tuesday
2016-03-15,18:00,5,2016,3,15,18,Tuesday
2016-03-15,19:00,0,2016,3,15,19,Tuesday
2016-03-15,20:00,8,2016,3,15,20,Tuesday
2016-03-15,21:00,9,2016,3,15,21,Tuesday
2016-03-15,22:00,13,2016,3,15,22,Tuesday
2016-03-15,23:00,3,2016,3,15,23,Tuesday
2016-03-16,00:00,0,2016,3,16,0,Wednesday
2016-03-16,01:00,0,2016,3,16,1,Wednesday
2016-03-16,02:00,0,2016,3,16,2,Wednesday
2016-03-16,03:00,0,2016,3,16,3,Wednesday
2016-03-16,04:00,0,2016,3,16,4,Wednesday
2016-03-16,05:00,0,2016,3,16,5,Wednesday
2016-03-16,06:00,0,2016,3,16,6,Wednesday
2016-03-16,07:00,8,2016,3,16,7,Wednesday
2016-03-16,08:00,2,2016,3,16,8,Wednesday
2016-03-16,09:00,0,2016,3,16,9,Wednesday
2016-03-16,10:00,0,2016,3,16,10,Wednesday
2016-03-16,11:00,0,2016,3,16,11,Wednesday
2016-03-16,12:00,0,2016,3,16,12,Wednesday
2016-03-16,13:00,0,2016,3,16,13,Wednesday
2016-03-16,14:00,0,2016,3,16,14,Wednesday
2016-03-16,15:00,0,2016,3,16,15,Wednesday
2016-03-16,16:00,5,2016,3,16,16,Wednesday
2016-03-16,17:00,7,2016,3,16,17,Wednesday
2016-03-16,18:00,6,2016,3,16,18,Wednesday
2016-03-16,19:00,24,2016,3,16,19,Wednesday
2016-03-16,20:00,15,2016,3,16,20,Wednesday
2016-03-16,21:00,23,2016,3,16,21,Wednesday
2016-03-16,22:00,10,2016,3,16,22,Wednesday
2016-03-16,23:00,9,2016,3,16,23,Wednesday
2016-03-17,00:00,4,2016,3,17,0,Thursday
2016-03-17,01:00,0,2016,3,17,1,Thursday
2016-03-17,02:00,0,2016,3,17,2,Thursday
2016-03-17,03:00,0,2016,3,17,3,Thursday
2016-03-17,04:00,0,2016,3,17,4,Thursday
2016-03-17,05:00,0,2016,3,17,5,Thursday
2016-03-17,06:00,9,2016,3,17,6,Thursday
2016-03-17,07:00,5,2016,3,17,7,Thursday
2016-03-17,08:00,10,2016,3,17,8,Thursday
2016-03-17,09:00,0,2016,3,17,9,Thursday
2016-03-17,10:00,0,2016,3,17,10,Thursday
2016-03-17,11:00,0,2016,3,17,11,Thursday
2016-03-17,12:00,0,2016,3,17,12,Thursday
2016-03-17,13:00,0,2016,3,17,13,Thursday
2016-03-17,14:00,0,2016,3,17,14,Thursday
2016-03-17,15:00,3,2016,3,17,15,Thursday
2016-03-17,16:00,19,2016,3,17,16,Thursday
2016-03-17,17:00,4,2016,3,17,17,Thursday
2016-03-17,18:00,7,2016,3,17,18,Thursday
2016-03-17,19:00,12,2016,3,17,19,Thursday
2016-03-17,20:00,15,2016,3,17,20,Thursday
2016-03-17,21:00,7,2016,3,17,21,Thursday
2016-03-17,22:00,7,2016,3,17,22,Thursday
2016-03-17,23:00,0,2016,3,17,23,Thursday
2016-03-18,00:00,0,2016,3,18,0,Friday
2016-03-18,01:00,0,2016,3,18,1,Friday
2016-03-18,02:00,2,2016,3,18,2,Friday
2016-03-18,03:00,0,2016,3,18,3,Friday
2016-03-18,04:00,0,2016,3,18,4,Friday
2016-03-18,05:00,1,2016,3,18,5,Friday
2016-03-18,06:00,9,2016,3,18,6,Friday
2016-03-18,07:00,16,2016,3,18,7,Friday
2016-03-18,08:00,9,2016,3,18,8,Friday
2016-03-18,09:00,4,2016,3,18,9,Friday
2016-03-18,10:00,0,2016,3,18,10,Friday
2016-03-18,11:00,0,2016,3,18,11,Friday
2016-03-18,12:00,0,2016,3,18,12,Friday
2016-03-18,13:00,0,2016,3,18,13,Friday
2016-03-18,14:00,0,2016,3,18,14,Friday
2016-03-18,15:00,1,2016,3,18,15,Friday
2016-03-18,16:00,8,2016,3,18,16,Friday
2016-03-18,17:00,0,2016,3,18,17,Friday
2016-03-18,18:00,8,2016,3,18,18,Friday
2016-03-18,19:00,0,2016,3,18,19,Friday
2016-03-18,20:00,15,2016,3,18,20,Friday
2016-03-18,21:00,21,2016,3,18,21,Friday
2016-03-18,22:00,15,2016,3,18,22,Friday
2016-03-18,23:00,2,2016,3,18,23,Friday
2016-03-19,00:00,0,2016,3,19,0,Saturday
2016-03-19,01:00,0,2016,3,19,1,Saturday
2016-03-19,02:00,0,2016,3,19,2,Saturday
2016-03-19,03:00,0,2016,3,19,3,Saturday
2016-03-19,04:00,0,2016,3,19,4,Saturday
2016-03-19,05:00,1,2016,3,19,5,Saturday
2016-03-19,06:00,3,2016,3,19,6,Saturday
2016-03-19,07:00,14,2016,3,19,7,Saturday
2016-03-19,08:00,4,2016,3,19,8,Saturday
2016-03-19,09:00,4,2016,3,19,9,Saturday
2016-03-19,10:00,13,2016,3,19,10,Saturday
2016-03-19,11:00,7,2016,3,19,11,Saturday
2016-03-19,12:00,11,2016,3,19,12,Saturday
2016-03-19,13:00,3,2016,3,19,13,Saturday
2016-03-19,14:00,7,2016,3,19,14,Saturday
2016-03-19,15:00,4,2016,3,19,15,Saturday
2016-03-19,16:00,4,2016,3,19,16,Saturday
2016-03-19,17:00,3,2016,3,19,17,Saturday
2016-03-19,18:00,11,2016,3,19,18,Saturday
2016-03-19,19:00,15,2016,3,19,19,Saturday
2016-03-19,20:00,21,2016,3,19,20,Saturday
2016-03-19,21:00,19,2016,3,19,21,Saturday
2016-03-19,22:00,14,2016,3,19,22,Saturday
2016-03-19,23:00,10,2016,3,19,23,Saturday
2016-03-20,00:00,1,2016,3,20,0,Sunday
2016-03-20,01:00,0,2016,3,20,1,Sunday
2016-03-20,02:00,0,2016,3,20,2,Sunday
2016-03-20,03:00,2,2016,3,20,3,Sunday
2016-03-20,04:00,34,2016,3,20,4,Sunday
2016-03-20,05:00,14,2016,3,20,5,Sunday
2016-03-20,06:00,2,2016,3,20,6,Sunday
2016-03-20,07:00,4,2016,3,20,7,Sunday
2016-03-20,08:00,12,2016,3,20,8,Sunday
2016-03-20,09:00,20,2016,3,20,9,Sunday
2016-03-20,10:00,7,2016,3,20,10,Sunday
2016-03-20,11:00,1,2016,3,20,11,Sunday
2016-03-20,12:00,0,2016,3,20,12,Sunday
2016-03-20,13:00,0,2016,3,20,13,Sunday
2016-03-20,14:00,0,2016,3,20,14,Sunday
2016-03-20,15:00,0,2016,3,20,15,Sunday
2016-03-20,16:00,0,2016,3,20,16,Sunday
2016-03-20,17:00,0,2016,3,20,17,Sunday
2016-03-20,18:00,1,2016,3,20,18,Sunday
2016-03-20,19:00,0,2016,3,20,19,Sunday
2016-03-20,20:00,0,2016,3,20,20,Sunday
2016-03-20,21:00,0,2016,3,20,21,Sunday
2016-03-20,22:00,0,2016,3,20,22,Sunday
2016-03-20,23:00,0,2016,3,20,23,Sunday
2016-03-21,00:00,0,2016,3,21,0,Monday
2016-03-21,01:00,0,2016,3,21,1,Monday
2016-03-21,02:00,0,2016,3,21,2,Monday
2016-03-21,03:00,0,2016,3,21,3,Monday
2016-03-21,04:00,0,2016,3,21,4,Monday
2016-03-21,05:00,0,2016,3,21,5,Monday
2016-03-21,06:00,0,2016,3,21,6,Monday
2016-03-21,07:00,0,2016,3,21,7,Monday
2016-03-21,08:00,0,2016,3,21,8,Monday
2016-03-21,09:00,1,2016,3,21,9,Monday
2016-03-21,10:00,0,2016,3,21,10,Monday
2016-03-21,11:00,0,2016,3,21,11,Monday
2016-03-21,12:00,0,2016,3,21,12,Monday
2016-03-21,13:00,0,2016,3,21,13,Monday
2016-03-21,14:00,0,2016,3,21,14,Monday
2016-03-21,15:00,0,2016,3,21,15,Monday
2016-03-21,16:00,0,2016,3,21,16,Monday
2016-03-21,17:00,1,2016,3,21,17,Monday
2016-03-21,18:00,0,2016,3,21,18,Monday
2016-03-21,19:00,0,2016,3,21,19,Monday
2016-03-21,20:00,0,2016,3,21,20,Monday
2016-03-21,21:00,0,2016,3,21,21,Monday
2016-03-21,22:00,0,2016,3,21,22,Monday
2016-03-21,23:00,0,2016,3,21,23,Monday
2016-03-22,00:00,0,2016,3,22,0,Tuesday
2016-03-22,01:00,0,2016,3,22,1,Tuesday
2016-03-22,02:00,0,2016,3,22,2,Tuesday
2016-03-22,03:00,0,2016,3,22,3,Tuesday
2016-03-22,04:00,0,2016,3,22,4,Tuesday
2016-03-22,05:00,0,2016,3,22,5,Tuesday
2016-03-22,06:00,0,2016,3,22,6,Tuesday
2016-03-22,07:00,0,2016,3,22,7,Tuesday
2016-03-22,08:00,0,2016,3,22,8,Tuesday
2016-03-22,09:00,0,2016,3,22,9,Tuesday
2016-03-22,10:00,0,2016,3,22,10,Tuesday
2016-03-22,11:00,0,2016,3,22,11,Tuesday
2016-03-22,12:00,0,2016,3,22,12,Tuesday
2016-03-22,13:00,0,2016,3,22,13,Tuesday
2016-03-22,14:00,0,2016,3,22,14,Tuesday
2016-03-22,15:00,0,2016,3,22,15,Tuesday
2016-03-22,16:00,0,2016,3,22,16,Tuesday
2016-03-22,17:00,0,2016,3,22,17,Tuesday
2016-03-22,18:00,0,2016,3,22,18,Tuesday
2016-03-22,19:00,11,2016,3,22,19,Tuesday
2016-03-22,20:00,11,2016,3,22,20,Tuesday
2016-03-22,21:00,61,2016,3,22,21,Tuesday
2016-03-22,22:00,27,2016,3,22,22,Tuesday
2016-03-22,23:00,26,2016,3,22,23,Tuesday
2016-03-23,00:00,16,2016,3,23,0,Wednesday
2016-03-23,01:00,4,2016,3,23,1,Wednesday
2016-03-23,02:00,0,2016,3,23,2,Wednesday
2016-03-23,03:00,0,2016,3,23,3,Wednesday
2016-03-23,04:00,0,2016,3,23,4,Wednesday
2016-03-23,05:00,5,2016,3,23,5,Wednesday
2016-03-23,06:00,11,2016,3,23,6,Wednesday
2016-03-23,07:00,8,2016,3,23,7,Wednesday
2016-03-23,08:00,17,2016,3,23,8,Wednesday
2016-03-23,09:00,49,2016,3,23,9,Wednesday
2016-03-23,10:00,58,2016,3,23,10,Wednesday
2016-03-23,11:00,22,2016,3,23,11,Wednesday
2016-03-23,12:00,35,2016,3,23,12,Wednesday
2016-03-23,13:00,7,2016,3,23,13,Wednesday
2016-03-23,14:00,15,2016,3,23,14,Wednesday
2016-03-23,15:00,4,2016,3,23,15,Wednesday
2016-03-23,16:00,22,2016,3,23,16,Wednesday
2016-03-23,17:00,23,2016,3,23,17,Wednesday
2016-03-23,18:00,11,2016,3,23,18,Wednesday
2016-03-23,19:00,9,2016,3,23,19,Wednesday
2016-03-23,20:00,32,2016,3,23,20,Wednesday
2016-03-23,21:00,28,2016,3,23,21,Wednesday
2016-03-23,22:00,26,2016,3,23,22,Wednesday
2016-03-23,23:00,16,2016,3,23,23,Wednesday
2016-03-24,00:00,12,2016,3,24,0,Thursday
2016-03-24,01:00,0,2016,3,24,1,Thursday
2016-03-24,02:00,8,2016,3,24,2,Thursday
2016-03-24,03:00,0,2016,3,24,3,Thursday
2016-03-24,04:00,0,2016,3,24,4,Thursday
2016-03-24,05:00,2,2016,3,24,5,Thursday
2016-03-24,06:00,4,2016,3,24,6,Thursday
2016-03-24,07:00,17,2016,3,24,7,Thursday
2016-03-24,08:00,22,2016,3,24,8,Thursday
2016-03-24,09:00,33,2016,3,24,9,Thursday
2016-03-24,10:00,64,2016,3,24,10,Thursday
2016-03-24,11:00,28,2016,3,24,11,Thursday
2016-03-24,12:00,0,2016,3,24,12,Thursday
2016-03-24,13:00,0,2016,3,24,13,Thursday
2016-03-24,14:00,0,2016,3,24,14,Thursday
2016-03-24,15:00,3,2016,3,24,15,Thursday
2016-03-24,16:00,8,2016,3,24,16,Thursday
2016-03-24,17:00,1,2016,3,24,17,Thursday
2016-03-24,18:00,15,2016,3,24,18,Thursday
2016-03-24,19:00,16,2016,3,24,19,Thursday
2016-03-24,20:00,13,2016,3,24,20,Thursday
2016-03-24,21:00,0,2016,3,24,21,Thursday
2016-03-24,22:00,26,2016,3,24,22,Thursday
2016-03-24,23:00,20,2016,3,24,23,Thursday
2016-03-25,00:00,6,2016,3,25,0,Friday
2016-03-25,01:00,0,2016,3,25,1,Friday
2016-03-25,02:00,2,2016,3,25,2,Friday
2016-03-25,03:00,2,2016,3,25,3,Friday
2016-03-25,04:00,0,2016,3,25,4,Friday
2016-03-25,05:00,0,2016,3,25,5,Friday
2016-03-25,06:00,8,2016,3,25,6,Friday
2016-03-25,07:00,23,2016,3,25,7,Friday
2016-03-25,08:00,25,2016,3,25,8,Friday
2016-03-25,09:00,52,2016,3,25,9,Friday
2016-03-25,10:00,59,2016,3,25,10,Friday
2016-03-25,11:00,11,2016,3,25,11,Friday
2016-03-25,12:00,15,2016,3,25,12,Friday
2016-03-25,13:00,24,2016,3,25,13,Friday
2016-03-25,14:00,11,2016,3,25,14,Friday
2016-03-25,15:00,5,2016,3,25,15,Friday
2016-03-25,16:00,10,2016,3,25,16,Friday
2016-03-25,17:00,4,2016,3,25,17,Friday
2016-03-25,18:00,7,2016,3,25,18,Friday
2016-03-25,19:00,18,2016,3,25,19,Friday
2016-03-25,20:00,47,2016,3,25,20,Friday
2016-03-25,21:00,64,2016,3,25,21,Friday
2016-03-25,22:00,9,2016,3,25,22,Friday
2016-03-25,23:00,8,2016,3,25,23,Friday
2016-03-26,00:00,14,2016,3,26,0,Saturday
2016-03-26,01:00,7,2016,3,26,1,Saturday
2016-03-26,02:00,0,2016,3,26,2,Saturday
2016-03-26,03:00,4,2016,3,26,3,Saturday
2016-03-26,04:00,34,2016,3,26,4,Saturday
2016-03-26,05:00,19,2016,3,26,5,Saturday
2016-03-26,06:00,0,2016,3,26,6,Saturday
2016-03-26,07:00,30,2016,3,26,7,Saturday
2016-03-26,08:00,27,2016,3,26,8,Saturday
2016-03-26,09:00,45,2016,3,26,9,Saturday
2016-03-26,10:00,71,2016,3,26,10,Saturday
2016-03-26,11:00,6,2016,3,26,11,Saturday
2016-03-26,12:00,29,2016,3,26,12,Saturday
2016-03-26,13:00,2,2016,3,26,13,Saturday
2016-03-26,14:00,16,2016,3,26,14,Saturday
2016-03-26,15:00,15,2016,3,26,15,Saturday
2016-03-26,16:00,1,2016,3,26,16,Saturday
2016-03-26,17:00,6,2016,3,26,17,Saturday
2016-03-26,18:00,18,2016,3,26,18,Saturday
2016-03-26,19:00,14,2016,3,26,19,Saturday
2016-03-26,20:00,18,2016,3,26,20,Saturday
2016-03-26,21:00,30,2016,3,26,21,Saturday
2016-03-26,22:00,0,2016,3,26,22,Saturday
2016-03-26,23:00,18,2016,3,26,23,Saturday
2016-03-27,00:00,4,2016,3,27,0,Sunday
2016-03-27,01:00,0,2016,3,27,1,Sunday
2016-03-27,02:00,0,2016,3,27,2,Sunday
2016-03-27,03:00,0,2016,3,27,3,Sunday
2016-03-27,04:00,0,2016,3,27,4,Sunday
2016-03-27,05:00,0,2016,3,27,5,Sunday
2016-03-27,06:00,0,2016,3,27,6,Sunday
2016-03-27,07:00,4,2016,3,27,7,Sunday
2016-03-27,08:00,22,2016,3,27,8,Sunday
2016-03-27,09:00,38,2016,3,27,9,Sunday
2016-03-27,10:00,9,2016,3,27,10,Sunday
2016-03-27,11:00,19,2016,3,27,11,Sunday
2016-03-27,12:00,27,2016,3,27,12,Sunday
2016-03-27,13:00,12,2016,3,27,13,Sunday
2016-03-27,14:00,1,2016,3,27,14,Sunday
2016-03-27,15:00,1,2016,3,27,15,Sunday
2016-03-27,16:00,3,2016,3,27,16,Sunday
2016-03-27,17:00,12,2016,3,27,17,Sunday
2016-03-27,18:00,3,2016,3,27,18,Sunday
2016-03-27,19:00,20,2016,3,27,19,Sunday
2016-03-27,20:00,28,2016,3,27,20,Sunday
2016-03-27,21:00,17,2016,3,27,21,Sunday
2016-03-27,22:00,9,2016,3,27,22,Sunday
2016-03-27,23:00,3,2016,3,27,23,Sunday
2016-03-28,00:00,0,2016,3,28,0,Monday
2016-03-28,01:00,0,2016,3,28,1,Monday
2016-03-28,02:00,0,2016,3,28,2,Monday
2016-03-28,03:00,0,2016,3,28,3,Monday
2016-03-28,04:00,0,2016,3,28,4,Monday
2016-03-28,05:00,0,2016,3,28,5,Monday
2016-03-28,06:00,4,2016,3,28,6,Monday
2016-03-28,07:00,7,2016,3,28,7,Monday
2016-03-28,08:00,1,2016,3,28,8,Monday
2016-03-28,09:00,34,2016,3,28,9,Monday
2016-03-28,10:00,7,2016,3,28,10,Monday
2016-03-28,11:00,40,2016,3,28,11,Monday
2016-03-28,12:00,1,2016,3,28,12,Monday
2016-03-28,13:00,14,2016,3,28,13,Monday
2016-03-28,14:00,7,2016,3,28,14,Monday
2016-03-28,15:00,4,2016,3,28,15,Monday
2016-03-28,16:00,27,2016,3,28,16,Monday
2016-03-28,17:00,19,2016,3,28,17,Monday
2016-03-28,18:00,5,2016,3,28,18,Monday
2016-03-28,19:00,40,2016,3,28,19,Monday
2016-03-28,20:00,41,2016,3,28,20,Monday
2016-03-28,21:00,9,2016,3,28,21,Monday
2016-03-28,22:00,4,2016,3,28,22,Monday
2016-03-28,23:00,11,2016,3,28,23,Monday
2016-03-29,00:00,5,2016,3,29,0,Tuesday
2016-03-29,01:00,3,2016,3,29,1,Tuesday
2016-03-29,02:00,0,2016,3,29,2,Tuesday
2016-03-29,03:00,3,2016,3,29,3,Tuesday
2016-03-29,04:00,0,2016,3,29,4,Tuesday
2016-03-29,05:00,0,2016,3,29,5,Tuesday
2016-03-29,06:00,4,2016,3,29,6,Tuesday
2016-03-29,07:00,29,2016,3,29,7,Tuesday
2016-03-29,08:00,9,2016,3,29,8,Tuesday
2016-03-29,09:00,57,2016,3,29,9,Tuesday
2016-03-29,10:00,26,2016,3,29,10,Tuesday
2016-03-29,11:00,9,2016,3,29,11,Tuesday
2016-03-29,12:00,14,2016,3,29,12,Tuesday
2016-03-29,13:00,4,2016,3,29,13,Tuesday
2016-03-29,14:00,0,2016,3,29,14,Tuesday
2016-03-29,15:00,0,2016,3,29,15,Tuesday
2016-03-29,16:00,4,2016,3,29,16,Tuesday
2016-03-29,17:00,7,2016,3,29,17,Tuesday
2016-03-29,18:00,11,2016,3,29,18,Tuesday
2016-03-29,19:00,5,2016,3,29,19,Tuesday
2016-03-29,20:00,4,2016,3,29,20,Tuesday
2016-03-29,21:00,30,2016,3,29,21,Tuesday
2016-03-29,22:00,2,2016,3,29,22,Tuesday
2016-03-29,23:00,13,2016,3,29,23,Tuesday
2016-03-30,00:00,0,2016,3,30,0,Wednesday
2016-03-30,01:00,4,2016,3,30,1,Wednesday
2016-03-30,02:00,0,2016,3,30,2,Wednesday
2016-03-30,03:00,0,2016,3,30,3,Wednesday
2016-03-30,04:00,0,2016,3,30,4,Wednesday
2016-03-30,05:00,0,2016,3,30,5,Wednesday
2016-03-30,06:00,3,2016,3,30,6,Wednesday
2016-03-30,07:00,11,2016,3,30,7,Wednesday
2016-03-30,08:00,1,2016,3,30,8,Wednesday
2016-03-30,09:00,15,2016,3,30,9,Wednesday
2016-03-30,10:00,0,2016,3,30,10,Wednesday
2016-03-30,11:00,0,2016,3,30,11,Wednesday
2016-03-30,12:00,0,2016,3,30,12,Wednesday
2016-03-30,13:00,0,2016,3,30,13,Wednesday
2016-03-30,14:00,0,2016,3,30,14,Wednesday
2016-03-30,15:00,4,2016,3,30,15,Wednesday
2016-03-30,16:00,4,2016,3,30,16,Wednesday
2016-03-30,17:00,0,2016,3,30,17,Wednesday
2016-03-30,18:00,13,2016,3,30,18,Wednesday
2016-03-30,19:00,6,2016,3,30,19,Wednesday
2016-03-30,20:00,5,2016,3,30,20,Wednesday
2016-03-30,21:00,11,2016,3,30,21,Wednesday
2016-03-30,22:00,4,2016,3,30,22,Wednesday
2016-03-30,23:00,14,2016,3,30,23,Wednesday
2016-03-31,00:00,4,2016,3,31,0,Thursday
2016-03-31,01:00,0,2016,3,31,1,Thursday
2016-03-31,02:00,0,2016,3,31,2,Thursday
2016-03-31,03:00,2,2016,3,31,3,Thursday
2016-03-31,04:00,34,2016,3,31,4,Thursday
2016-03-31,05:00,14,2016,3,31,5,Thursday
2016-03-31,06:00,3,2016,3,31,6,Thursday
2016-03-31,07:00,10,2016,3,31,7,Thursday
2016-03-31,08:00,9,2016,3,31,8,Thursday
2016-03-31,09:00,3,2016,3,31,9,Thursday
2016-03-31,10:00,0,2016,3,31,10,Thursday
2016-03-31,11:00,0,2016,3,31,11,Thursday
2016-03-31,12:00,0,2016,3,31,12,Thursday
2016-03-31,13:00,0,2016,3,31,13,Thursday
2016-03-31,14:00,0,2016,3,31,14,Thursday
2016-03-31,15:00,3,2016,3,31,15,Thursday
2016-03-31,16:00,29,2016,3,31,16,Thursday
2016-03-31,17:00,22,2016,3,31,17,Thursday
2016-03-31,18:00,1,2016,3,31,18,Thursday
2016-03-31,19:00,5,2016,3,31,19,Thursday
2016-03-31,20:00,9,2016,3,31,20,Thursday
2016-03-31,21:00,18,2016,3,31,21,Thursday
2016-03-31,22:00,1,2016,3,31,22,Thursday
2016-03-31,23:00,0,2016,3,31,23,Thursday
2016-04-01,00:00,0,2016,4,1,0,Friday
2016-04-01,01:00,0,2016,4,1,1,Friday
2016-04-01,02:00,0,2016,4,1,2,Friday
2016-04-01,03:00,0,2016,4,1,3,Friday
2016-04-01,04:00,0,2016,4,1,4,Friday
2016-04-01,05:00,0,2016,4,1,5,Friday
2016-04-01,06:00,1,2016,4,1,6,Friday
2016-04-01,07:00,9,2016,4,1,7,Friday
2016-04-01,08:00,1,2016,4,1,8,Friday
2016-04-01,09:00,0,2016,4,1,9,Friday
2016-04-01,10:00,0,2016,4,1,10,Friday
2016-04-01,11:00,0,2016,4,1,11,Friday
2016-04-01,12:00,0,2016,4,1,12,Friday
2016-04-01,13:00,0,2016,4,1,13,Friday
2016-04-01,14:00,0,2016,4,1,14,Friday
2016-04-01,15:00,0,2016,4,1,15,Friday
2016-04-01,16:00,4,2016,4,1,16,Friday
2016-04-01,17:00,0,2016,4,1,17,Friday
2016-04-01,18:00,10,2016,4,1,18,Friday
2016-04-01,19:00,7,2016,4,1,19,Friday
2016-04-01,20:00,19,2016,4,1,20,Friday
2016-04-01,21:00,33,2016,4,1,21,Friday
2016-04-01,22:00,0,2016,4,1,22,Friday
2016-04-01,23:00,6,2016,4,1,23,Friday
2016-04-02,00:00,0,2016,4,2,0,Saturday
2016-04-02,01:00,0,2016,4,2,1,Saturday
2016-04-02,02:00,0,2016,4,2,2,Saturday
2016-04-02,03:00,0,2016,4,2,3,Saturday
2016-04-02,04:00,0,2016,4,2,4,Saturday
2016-04-02,05:00,0,2016,4,2,5,Saturday
2016-04-02,06:00,3,2016,4,2,6,Saturday
2016-04-02,07:00,13,2016,4,2,7,Saturday
2016-04-02,08:00,10,2016,4,2,8,Saturday
2016-04-02,09:00,5,2016,4,2,9,Saturday
2016-04-02,10:00,19,2016,4,2,10,Saturday
2016-04-02,11:00,1,2016,4,2,11,Saturday
2016-04-02,12:00,1,2016,4,2,12,Saturday
2016-04-02,13:00,0,2016,4,2,13,Saturday
2016-04-02,14:00,3,2016,4,2,14,Saturday
2016-04-02,15:00,7,2016,4,2,15,Saturday
2016-04-02,16:00,8,2016,4,2,16,Saturday
2016-04-02,17:00,8,2016,4,2,17,Saturday
2016-04-02,18:00,2,2016,4,2,18,Saturday
2016-04-02,19:00,5,2016,4,2,19,Saturday
2016-04-02,20:00,21,2016,4,2,20,Saturday
2016-04-02,21:00,19,2016,4,2,21,Saturday
2016-04-02,22:00,4,2016,4,2,22,Saturday
2016-04-02,23:00,13,2016,4,2,23,Saturday
2016-04-03,00:00,3,2016,4,3,0,Sunday
2016-04-03,01:00,0,2016,4,3,1,Sunday
2016-04-03,02:00,3,2016,4,3,2,Sunday
2016-04-03,03:00,0,2016,4,3,3,Sunday
2016-04-03,04:00,0,2016,4,3,4,Sunday
2016-04-03,05:00,0,2016,4,3,5,Sunday
2016-04-03,06:00,3,2016,4,3,6,Sunday
2016-04-03,07:00,14,2016,4,3,7,Sunday
2016-04-03,08:00,4,2016,4,3,8,Sunday
2016-04-03,09:00,15,2016,4,3,9,Sunday
2016-04-03,10:00,4,2016,4,3,10,Sunday
2016-04-03,11:00,7,2016,4,3,11,Sunday
2016-04-03,12:00,0,2016,4,3,12,Sunday
2016-04-03,13:00,1,2016,4,3,13,Sunday
2016-04-03,14:00,9,2016,4,3,14,Sunday
2016-04-03,15:00,16,2016,4,3,15,Sunday
2016-04-03,16:00,5,2016,4,3,16,Sunday
2016-04-03,17:00,7,2016,4,3,17,Sunday
2016-04-03,18:00,0,2016,4,3,18,Sunday
2016-04-03,19:00,7,2016,4,3,19,Sunday
2016-04-03,20:00,36,2016,4,3,20,Sunday
2016-04-03,21:00,0,2016,4,3,21,Sunday
2016-04-03,22:00,4,2016,4,3,22,Sunday
2016-04-03,23:00,7,2016,4,3,23,Sunday
2016-04-04,00:00,0,2016,4,4,0,Monday
2016-04-04,01:00,0,2016,4,4,1,Monday
2016-04-04,02:00,3,2016,4,4,2,Monday
2016-04-04,03:00,0,2016,4,4,3,Monday
2016-04-04,04:00,0,2016,4,4,4,Monday
2016-04-04,05:00,0,2016,4,4,5,Monday
2016-04-04,06:00,3,2016,4,4,6,Monday
2016-04-04,07:00,12,2016,4,4,7,Monday
2016-04-04,08:00,11,2016,4,4,8,Monday
2016-04-04,09:00,13,2016,4,4,9,Monday
2016-04-04,10:00,7,2016,4,4,10,Monday
2016-04-04,11:00,0,2016,4,4,11,Monday
2016-04-04,12:00,0,2016,4,4,12,Monday
2016-04-04,13:00,4,2016,4,4,13,Monday
2016-04-04,14:00,31,2016,4,4,14,Monday
2016-04-04,15:00,15,2016,4,4,15,Monday
2016-04-04,16:00,2,2016,4,4,16,Monday
2016-04-04,17:00,8,2016,4,4,17,Monday
2016-04-04,18:00,6,2016,4,4,18,Monday
2016-04-04,19:00,15,2016,4,4,19,Monday
2016-04-04,20:00,6,2016,4,4,20,Monday
2016-04-04,21:00,8,2016,4,4,21,Monday
2016-04-04,22:00,4,2016,4,4,22,Monday
2016-04-04,23:00,4,2016,4,4,23,Monday
2016-04-05,00:00,0,2016,4,5,0,Tuesday
2016-04-05,01:00,0,2016,4,5,1,Tuesday
2016-04-05,02:00,8,2016,4,5,2,Tuesday
2016-04-05,03:00,0,2016,4,5,3,Tuesday
2016-04-05,04:00,0,2016,4,5,4,Tuesday
2016-04-05,05:00,1,2016,4,5,5,Tuesday
2016-04-05,06:00,7,2016,4,5,6,Tuesday
2016-04-05,07:00,11,2016,4,5,7,Tuesday
2016-04-05,08:00,8,2016,4,5,8,Tuesday
2016-04-05,09:00,0,2016,4,5,9,Tuesday
2016-04-05,10:00,0,2016,4,5,10,Tuesday
