Date,Usage_USgal,year,month,day,day_of_week
2017-06-25,187.2428,2017,6,25,Sunday
2017-06-26,74.8192,2017,6,26,Monday
2017-06-27,123.9379,2017,6,27,Tuesday
2017-06-28,98,2017,6,28,Wednesday
2017-06-29,141,2017,6,29,Thursday
2017-06-30,116,2017,6,30,Friday
2017-07-01,170,2017,7,1,Saturday
2017-07-02,192,2017,7,2,Sunday
2017-07-03,95,2017,7,3,Monday
2017-07-04,36,2017,7,4,Tuesday
2017-07-05,45,2017,7,5,Wednesday
2017-07-06,32,2017,7,6,Thursday
2017-07-07,147,2017,7,7,Friday
2017-07-08,157,2017,7,8,Saturday
2017-07-09,152,2017,7,9,Sunday
2017-07-10,145,2017,7,10,Monday
2017-07-11,130,2017,7,11,Tuesday
2017-07-12,119,2017,7,12,Wednesday
2017-07-13,133,2017,7,13,Thursday
2017-07-14,122,2017,7,14,Friday
2017-07-15,139,2017,7,15,Saturday
2017-07-16,171,2017,7,16,Sunday
2017-07-17,101,2017,7,17,Monday
2017-07-18,63.2069,2017,7,18,Tuesday
2017-07-19,97.362,2017,7,19,Wednesday
2017-07-20,88,2017,7,20,Thursday
2017-07-21,144,2017,7,21,Friday
2017-07-22,141,2017,7,22,Saturday
2017-07-23,144,2017,7,23,Sunday
2017-07-24,144,2017,7,24,Monday
2017-07-25,97,2017,7,25,Tuesday
2017-07-26,124,2017,7,26,Wednesday
2017-07-27,127,2017,7,27,Thursday
2017-07-28,95,2017,7,28,Friday
2017-07-29,119,2017,7,29,Saturday
2017-07-30,133,2017,7,30,Sunday
2017-07-31,168,2017,7,31,Monday
2017-08-01,150,2017,8,1,Tuesday
2017-08-02,92,2017,8,2,Wednesday
2017-08-03,98,2017,8,3,Thursday
2017-08-04,82,2017,8,4,Friday
2017-08-05,208,2017,8,5,Saturday
2017-08-06,142,2017,8,6,Sunday
2017-08-07,171,2017,8,7,Monday
2017-08-08,189,2017,8,8,Tuesday
2017-08-09,91,2017,8,9,Wednesday
2017-08-10,141,2017,8,10,Thursday
2017-08-11,106,2017,8,11,Friday
2017-08-12,198,2017,8,12,Saturday
2017-08-13,59,2017,8,13,Sunday
2017-08-14,7,2017,8,14,Monday
2017-08-15,2,2017,8,15,Tuesday
2017-08-16,11,2017,8,16,Wednesday
2017-08-17,13,2017,8,17,Thursday
2017-08-18,108,2017,8,18,Friday
2017-08-19,252,2017,8,19,Saturday
2017-08-20,280,2017,8,20,Sunday
2017-08-21,94,2017,8,21,Monday
2017-08-22,2,2017,8,22,Tuesday
2017-08-23,5,2017,8,23,Wednesday
2017-08-24,129,2017,8,24,Thursday
2017-08-25,152,2017,8,25,Friday
2017-08-26,167,2017,8,26,Saturday
2017-08-27,234,2017,8,27,Sunday
2017-08-28,235,2017,8,28,Monday
2017-08-29,151,2017,8,29,Tuesday
2017-08-30,74,2017,8,30,Wednesday
2017-08-31,117,2017,8,31,Thursday
2017-09-01,137,2017,9,1,Friday
2017-09-02,135,2017,9,2,Saturday
2017-09-03,124,2017,9,3,Sunday
2017-09-04,151,2017,9,4,Monday
2017-09-05,156,2017,9,5,Tuesday
2017-09-06,119,2017,9,6,Wednesday
2017-09-07,193,2017,9,7,Thursday
2017-09-08,140,2017,9,8,Friday
2017-09-09,185,2017,9,9,Saturday
2017-09-10,156,2017,9,10,Sunday
2017-09-11,124,2017,9,11,Monday
2017-09-12,145,2017,9,12,Tuesday
2017-09-13,134,2017,9,13,Wednesday
2017-09-14,173,2017,9,14,Thursday
2017-09-15,103,2017,9,15,Friday
2017-09-16,128,2017,9,16,Saturday
2017-09-17,153,2017,9,17,Sunday
